OS,KB,Type,Release,SKU,Build Number,Binaries Affected,Full Binaries
Win8.1/Server2K12R2/Win8.1RT,4098974,Preview of Quality Rollup,05/15/2018,4.5.2,52441.36441,mscorlib;,(microsoft.build.tasks.v4.0.dll-4.0.30319.36366); (microsoft.build.dll-4.0.30319.36366); (presentationframework.aero2.dll-4.0.30319.36366); (presentationframework.aerolite.dll-4.0.30319.36366); (presentationframework.dll-4.0.30319.36393); (reachframework.dll-4.0.30319.36366); (smdiagnostics.dll-4.0.30319.36427); (system.activities.core.presentation.dll-4.0.30319.36366); (system.activities.presentation.dll-4.0.30319.36366); (system.activities.dll-4.0.30319.36427); (system.addin.dll-4.0.30319.36366); (system.componentmodel.composition.dll-4.0.30319.36366); (system.configuration.dll-4.0.30319.36366); (system.core.dll-4.0.30319.36393); (system.data.entity.dll-4.0.30319.36366); (system.data.linq.dll-4.0.30319.36366); (system.data.sqlxml.dll-4.0.30319.36427); (system.deployment.dll-4.0.30319.36366); (system.design.dll-4.0.30319.36366); (system.directoryservices.accountmanagement.dll-4.0.30319.36366); (system.directoryservices.protocols.dll-4.0.30319.36366); (system.directoryservices.dll-4.0.30319.36366); (system.drawing.design.dll-4.0.30319.36366); (system.drawing.dll-4.0.30319.36366); (system.identitymodel.services.dll-4.0.30319.36427); (system.identitymodel.dll-4.0.30319.36427); (system.io.compression.dll-4.0.30319.36366); (system.management.dll-4.0.30319.36403); (system.messaging.dll-4.0.30319.36366); (system.net.dll-4.0.30319.36366); (system.numerics.dll-4.0.30319.36366); (system.runtime.caching.dll-4.0.30319.36393); (system.runtime.remoting.dll-4.0.30319.36415); (system.runtime.serialization.dll-4.0.30319.36427); (system.runtime.windowsruntime.dll-4.0.30319.36366); (system.runtime.dll-4.0.30319.36366); (system.security.dll-4.0.30319.36440); (system.servicemodel.activation.dll-4.0.30319.36366); (system.servicemodel.channels.dll-4.0.30319.36427); (system.servicemodel.discovery.dll-4.0.30319.36427); (system.servicemodel.internals.dll-4.0.30319.36427); (system.servicemodel.routing.dll-4.0.30319.36366); (system.servicemodel.washosting.dll-4.0.30319.36427); (system.servicemodel.web.dll-4.0.30319.36366); (system.servicemodel.dll-4.0.30319.36427); (system.serviceprocess.dll-4.0.30319.36366); (system.threading.timer.dll-4.0.30319.36366); (system.web.applicationservices.dll-4.0.30319.36430); (system.web.extensions.dll-4.0.30319.36430); (system.web.mobile.dll-4.0.30319.36366); (system.web.services.dll-4.0.30319.36366); (system.windows.controls.ribbon.dll-4.0.30319.36393); (system.windows.forms.dll-4.0.30319.36366); (system.workflow.activities.dll-4.0.30319.36366); (system.workflow.componentmodel.dll-4.0.30319.36366); (system.workflow.runtime.dll-4.0.30319.36366); (system.xaml.dll-4.0.30319.36393); (system.xml.dll-4.0.30319.36427); (system.dll-4.0.30319.36411); (windowsbase.dll-4.0.30319.36393); (windowsformsintegration.dll-4.0.30319.36366); (xamlbuildtask.dll-4.0.30319.36366); (mscorlib.dll-4.0.30319.36441); (aspnet_counters.dll-4.0.30319.36366); (aspnet_filter.dll-4.0.30319.36366); (aspnet_isapi.dll-4.0.30319.36366); (aspnet_perf.dll-4.0.30319.36430); (aspnet_rc.dll-4.0.30319.36366); (aspnet_regiis.exe-4.0.30319.36366); (aspnet_state.exe-4.0.30319.36366); (aspnet_wp.exe-4.0.30319.36430); (clretwrc.dll-4.0.30319.36366); (clrjit.dll-4.0.30319.36441); (clr.dll-4.0.30319.36441); (corperfmonext.dll-4.0.30319.36366); (csc.exe-4.0.30319.36366); (culture.dll-4.0.30319.36366); (dfdll.dll-4.0.30319.36366); (mmcaspext.dll-4.0.30319.36366); (mscordacwks.dll-4.0.30319.36441); (mscordbi.dll-4.0.30319.36441); (mscoreei.dll-4.0.30319.36366); (mscorlib.ni.dll-4.0.30319.36441); (mscorrc.dll-4.0.30319.36366); (mscorsvc.dll-4.0.30319.36366); (mscorsvw.exe-4.0.30319.36366); (msvcp120_clr0400.dll-12.0.52441.36441); (msvcr120_clr0400.dll-12.0.52441.36441); (ngen.exe-4.0.30319.36366); (penimc.dll-4.0.30319.36393); (peverify.dll-4.0.30319.36441); (presentationhost_v0400.dll-4.0.30319.36393); (presentationnative_v0400.dll-4.0.30319.36393); (servicemonikersupport.dll-4.0.30319.36427); (sos.dll-4.0.30319.36441); (system.core.ni.dll-4.0.30319.36366); (system.ni.dll-4.0.30319.36366); (vbc.exe-12.0.52366.36366); (webengine4.dll-4.0.30319.36430); (webengine.dll-4.0.30319.36430); (wminet_utils.dll-4.0.30319.36403); (workflowservicehostperformancecounters.dll-4.0.30319.36366); (wpfgfx_v0400.dll-4.0.30319.36393); (presentationcore.dll-4.0.30319.36393); (system.data.dll-4.0.30319.36393); (system.printing.dll-4.0.30319.36366); (system.transactions.dll-4.0.30319.36366); (system.web.dll-4.0.30319.36430)
Server2K12,4098975,Preview of Quality Rollup,05/15/2018,4.5.2,52441.36441,mscorlib;,(microsoft.build.tasks.v4.0.dll-4.0.30319.36366); (microsoft.build.dll-4.0.30319.36366); (presentationframework.aero2.dll-4.0.30319.36366); (presentationframework.aerolite.dll-4.0.30319.36366); (presentationframework.dll-4.0.30319.36393); (reachframework.dll-4.0.30319.36366); (smdiagnostics.dll-4.0.30319.36427); (system.activities.core.presentation.dll-4.0.30319.36366); (system.activities.presentation.dll-4.0.30319.36366); (system.activities.dll-4.0.30319.36427); (system.addin.dll-4.0.30319.36366); (system.componentmodel.composition.dll-4.0.30319.36366); (system.configuration.dll-4.0.30319.36366); (system.core.dll-4.0.30319.36393); (system.data.entity.dll-4.0.30319.36366); (system.data.linq.dll-4.0.30319.36366); (system.data.sqlxml.dll-4.0.30319.36427); (system.deployment.dll-4.0.30319.36366); (system.design.dll-4.0.30319.36366); (system.directoryservices.accountmanagement.dll-4.0.30319.36366); (system.directoryservices.protocols.dll-4.0.30319.36366); (system.directoryservices.dll-4.0.30319.36366); (system.drawing.design.dll-4.0.30319.36366); (system.drawing.dll-4.0.30319.36366); (system.identitymodel.services.dll-4.0.30319.36427); (system.identitymodel.dll-4.0.30319.36427); (system.io.compression.dll-4.0.30319.36366); (system.management.dll-4.0.30319.36403); (system.messaging.dll-4.0.30319.36366); (system.net.dll-4.0.30319.36366); (system.numerics.dll-4.0.30319.36366); (system.runtime.caching.dll-4.0.30319.36393); (system.runtime.remoting.dll-4.0.30319.36415); (system.runtime.serialization.dll-4.0.30319.36427); (system.runtime.windowsruntime.dll-4.0.30319.36366); (system.runtime.dll-4.0.30319.36366); (system.security.dll-4.0.30319.36440); (system.servicemodel.activation.dll-4.0.30319.36366); (system.servicemodel.channels.dll-4.0.30319.36427); (system.servicemodel.discovery.dll-4.0.30319.36427); (system.servicemodel.internals.dll-4.0.30319.36427); (system.servicemodel.routing.dll-4.0.30319.36366); (system.servicemodel.washosting.dll-4.0.30319.36427); (system.servicemodel.web.dll-4.0.30319.36366); (system.servicemodel.dll-4.0.30319.36427); (system.serviceprocess.dll-4.0.30319.36366); (system.threading.timer.dll-4.0.30319.36366); (system.web.applicationservices.dll-4.0.30319.36430); (system.web.extensions.dll-4.0.30319.36430); (system.web.mobile.dll-4.0.30319.36366); (system.web.services.dll-4.0.30319.36366); (system.windows.controls.ribbon.dll-4.0.30319.36393); (system.windows.forms.dll-4.0.30319.36366); (system.workflow.activities.dll-4.0.30319.36366); (system.workflow.componentmodel.dll-4.0.30319.36366); (system.workflow.runtime.dll-4.0.30319.36366); (system.xaml.dll-4.0.30319.36393); (system.xml.dll-4.0.30319.36427); (system.dll-4.0.30319.36411); (windowsbase.dll-4.0.30319.36393); (windowsformsintegration.dll-4.0.30319.36366); (xamlbuildtask.dll-4.0.30319.36366); (mscorlib.dll-4.0.30319.36441); (aspnet_counters.dll-4.0.30319.36366); (aspnet_filter.dll-4.0.30319.36366); (aspnet_isapi.dll-4.0.30319.36366); (aspnet_perf.dll-4.0.30319.36430); (aspnet_rc.dll-4.0.30319.36366); (aspnet_regiis.exe-4.0.30319.36366); (aspnet_state.exe-4.0.30319.36366); (aspnet_wp.exe-4.0.30319.36430); (clretwrc.dll-4.0.30319.36366); (clrjit.dll-4.0.30319.36441); (clr.dll-4.0.30319.36441); (corperfmonext.dll-4.0.30319.36366); (csc.exe-4.0.30319.36366); (culture.dll-4.0.30319.36366); (dfdll.dll-4.0.30319.36366); (mmcaspext.dll-4.0.30319.36366); (mscordacwks.dll-4.0.30319.36441); (mscordbi.dll-4.0.30319.36441); (mscoreei.dll-4.0.30319.36366); (mscorrc.dll-4.0.30319.36366); (mscorsvc.dll-4.0.30319.36366); (mscorsvw.exe-4.0.30319.36366); (msvcp120_clr0400.dll-12.0.52430.36430); (msvcr120_clr0400.dll-12.0.52430.36430); (ngen.exe-4.0.30319.36366); (penimc.dll-4.0.30319.36393); (peverify.dll-4.0.30319.36441); (presentationhost_v0400.dll-4.0.30319.36393); (presentationnative_v0400.dll-4.0.30319.36393); (servicemonikersupport.dll-4.0.30319.36366); (sos.dll-4.0.30319.36441); (vbc.exe-12.0.52366.36366); (webengine4.dll-4.0.30319.36430); (webengine.dll-4.0.30319.36430); (wminet_utils.dll-4.0.30319.36403); (workflowservicehostperformancecounters.dll-4.0.30319.36366); (wpfgfx_v0400.dll-4.0.30319.36393); (presentationcore.dll-4.0.30319.36393); (system.data.dll-4.0.30319.36393); (system.printing.dll-4.0.30319.36366); (system.transactions.dll-4.0.30319.36366); (system.web.dll-4.0.30319.36430)
Win7/Server2K8R2,4098976,Preview of Quality Rollup,05/15/2018,4.5.2,52442.36442,mscorlib;,(System.Web.DataVisualization.dll-4.0.30319.36415); (Microsoft.VisualBasic.Activities.Compiler.dll-12.0.52415.36415); (vbc.exe-12.0.52415.36415); (Microsoft.VisualBasic.Activities.CompilerUI.dll-12.0.52415.36415); (vbc7ui.dll-12.0.52415.36415); (Accessibility.dll-4.0.30319.36415); (AddInProcess.exe-4.0.30319.36415); (AddInProcess32.exe-4.0.30319.36415); (AddInUtil.exe-4.0.30319.36415); (AdoNetDiag.dll-4.0.30319.36415); (alink.dll-12.0.52415.36415); (alinkui.dll-12.0.52415.36415); (AppLaunch.exe-4.0.30319.36415); (aspnet_compiler.exe-4.0.30319.36415); (aspnet_counters.dll-4.0.30319.36415); (aspnet_filter.dll-4.0.30319.36415); (aspnet_isapi.dll-4.0.30319.36415); (Aspnet_perf.dll-4.0.30319.36430); (aspnet_rc.dll-4.0.30319.36415); (aspnet_regbrowsers.exe-4.0.30319.36415); (aspnet_regiis.exe-4.0.30319.36415); (aspnet_regsql.exe-4.0.30319.36415); (aspnet_state.exe-4.0.30319.36415); (aspnet_wp.exe-4.0.30319.36430); (AspNetMMCExt.dll-4.0.30319.36415); (CasPol.exe-4.0.30319.36415); (clr.dll-4.0.30319.36441); (clrcompression.dll-4.0.30319.36415); (clretwrc.dll-4.0.30319.36415); (clrjit.dll-4.0.30319.36441); (ComSvcConfig.exe-4.0.30319.36415); (CORPerfMonExt.dll-4.0.30319.36415); (csc.exe-4.0.30319.36415); (cscui.dll-4.0.30319.36415); (Culture.dll-4.0.30319.36415); (CustomMarshalers.dll-4.0.30319.36415); (cvtres_clr.exe-12.0.52415.36415); (cvtresui_clr.dll-12.0.52415.36415); (DataSvcUtil.exe-4.0.30319.36415); (dfdll.dll-4.0.30319.36415); (dfshim.dll.mui-4.0.41209.0); (dfsvc.exe-4.0.30319.36415); (diasymreader.dll-12.0.52415.36415); (dw20.exe-4.0.30319.36415); (EdmGen.exe-4.0.30319.36415); (EventLogMessages.dll-4.0.30319.36415); (filetracker.dll-12.0.52415.36415); (FileTrackerUI.dll-12.0.52415.36415); (fusion.dll-4.0.30319.36415); (ilasm.exe-4.0.30319.36415); (InstallUtil.exe-4.0.30319.36415); (InstallUtilLib.dll-4.0.30319.36415); (ISymWrapper.dll-4.0.30319.36415); (jsc.exe-12.0.52415.36415); (Microsoft.Activities.Build.dll-4.0.30319.36415); (Microsoft.Build.Conversion.v4.0.dll-4.0.30319.36415); (Microsoft.Build.dll-4.0.30319.36415); (Microsoft.Build.Engine.dll-4.0.30319.36415); (Microsoft.Build.Framework.dll-4.0.30319.36415); (Microsoft.Build.Tasks.v4.0.dll-4.0.30319.36415); (Microsoft.Build.Utilities.v4.0.dll-4.0.30319.36415); (Microsoft.CSharp.dll-4.0.30319.36415); (Microsoft.Data.Entity.Build.Tasks.dll-4.0.30319.36415); (Microsoft.Internal.Tasks.Dataflow.dll-4.0.30319.36415); (Microsoft.Transactions.Bridge.dll-4.0.30319.36415); (Microsoft.Transactions.Bridge.Dtc.dll-4.0.30319.36415); (Microsoft.VisualC.STLCLR.dll-12.0.52415.36415); (Microsoft.Windows.ApplicationServer.Applications.dll.mui-4.0.30319.36415); (Microsoft.Windows.ApplicationServer.Applications.dll-4.0.30319.36415); (Microsoft.Workflow.Compiler.exe-4.0.30319.36415); (Microsoft.JScript.dll-12.0.52415.36415); (Microsoft.JScript.tlb-12.0.52415.36415); (Microsoft.VisualBasic.Compatibility.Data.dll-12.0.52415.36415); (Microsoft.VisualBasic.Compatibility.dll-12.0.52415.36415); (Microsoft.VisualBasic.dll-12.0.52415.36415); (Microsoft.VisualC.dll-12.0.52415.36415); (MmcAspExt.dll-4.0.30319.36415); (MSBuild.exe-4.0.30319.36415); (mscordacwks.dll-4.0.30319.36441); (mscordbi.dll-4.0.30319.36441); (mscoree.tlb-4.0.30319.36415); (mscoreei.dll-4.0.30319.36415); (mscoreeis.dll-4.0.30319.36415); (mscorlib.dll-4.0.30319.36441); (mscorpe.dll-4.0.30319.36415); (mscorpehost.dll-4.0.30319.36415); (mscorrc.dll-4.0.30319.36415); (mscorsecimpl.dll-4.0.30319.36415); (mscorsecr.dll-4.0.30319.36415); (mscorsn.dll-4.0.30319.36415); (mscorsvc.dll-4.0.30319.36415); (mscorsvw.exe-4.0.30319.36415); (VsVersion.dll-12.0.52415.36415); (ngen.exe-4.0.30319.36415); (nlssorting.dll-4.0.30319.36415); (normalization.dll-4.0.30319.36415); (PenIMC.dll-4.0.30319.36415); (PerfCounter.dll-4.0.30319.36415); (peverify.dll-4.0.30319.36441); (PresentationBuildTasks.dll-4.0.30319.36415); (PresentationCore.dll-4.0.30319.36415); (PresentationFramework.Aero.dll-4.0.30319.36415); (presentationframework.aerolite.dll-4.0.30319.36415); (PresentationFramework.Classic.dll-4.0.30319.36415); (PresentationFramework.Luna.dll-4.0.30319.36415); (PresentationFramework.Royale.dll-4.0.30319.36415); (PresentationFramework.dll-4.0.30319.36415); (PresentationFramework-SystemCore.dll-4.0.30319.36415); (PresentationFramework-SystemData.dll-4.0.30319.36415); (PresentationFramework-SystemDrawing.dll-4.0.30319.36415); (PresentationFramework-SystemXml.dll-4.0.30319.36415); (PresentationFramework-SystemXmlLinq.dll-4.0.30319.36415); (PresentationHost_v0400.dll-4.0.30319.36415); (PresentationHost_v0400.dll.mui-4.0.30319.36415); (PresentationNative_v0400.dll-4.0.30319.36415); (PresentationUI.dll-4.0.30319.36415); (ReachFramework.dll-4.0.30319.36415); (RegAsm.exe-4.0.30319.36415); (RegSvcs.exe-4.0.30319.36415); (regtlib.exe-12.0.52415.36415); (sbscmp10.dll-4.0.41209.0); (ServiceModelEvents.dll.mui-4.0.30319.36415); (ServiceModelEvents.dll-4.0.30319.36415); (ServiceModelInstallRC.dll.mui-4.0.30319.36415); (ServiceModelInstallRC.dll-4.0.30319.36415); (ServiceModelPerformanceCounters.dll.mui-4.0.30319.36415); (ServiceModelPerformanceCounters.dll-4.0.30319.36415); (ServiceModelReg.exe-4.0.30319.36415); (ServiceModelRegUI.dll.mui-4.0.30319.36415); (ServiceModelRegUI.dll-4.0.30319.36415); (ServiceMonikerSupport.dll-4.0.30319.36430); (SMDiagnostics.dll-4.0.30319.36430); (SMSvcHost.exe-4.0.30319.36415); (SOS.dll-4.0.30319.36441); (System.Speech.dll-4.0.30319.36415); (sysglobl.dll-4.0.30319.36415); (System.Activities.Core.Presentation.dll-4.0.30319.36415); (System.Activities.dll-4.0.30319.36430); (System.Activities.DurableInstancing.dll-4.0.30319.36415); (System.Activities.Presentation.dll-4.0.30319.36415); (System.AddIn.Contract.dll-4.0.30319.36415); (System.AddIn.dll-4.0.30319.36415); (System.Collections.Concurrent.dll-4.0.30319.36415); (System.Collections.dll-4.0.30319.36415); (System.ComponentModel.Annotations.dll-4.0.30319.36415); (System.ComponentModel.Composition.dll-4.0.30319.36415); (System.ComponentModel.Composition.Registration.dll-4.0.30319.36415); (System.ComponentModel.DataAnnotations.dll-4.0.30319.36415); (System.ComponentModel.dll-4.0.30319.36415); (System.ComponentModel.EventBasedAsync.dll-4.0.30319.36415); (System.Core.dll-4.0.30319.36415); (System.Data.DataSetExtensions.dll-4.0.30319.36415); (System.Data.Entity.Design.dll-4.0.30319.36415); (System.Data.Entity.dll-4.0.30319.36415); (System.Data.Linq.dll-4.0.30319.36415); (System.Data.Services.Client.dll-4.0.30319.36415); (System.Data.Services.Design.dll-4.0.30319.36415); (System.Data.Services.dll-4.0.30319.36415); (System.Diagnostics.Contracts.dll-4.0.30319.36415); (System.Diagnostics.Debug.dll-4.0.30319.36415); (System.Diagnostics.Tools.dll-4.0.30319.36415); (System.Diagnostics.Tracing.dll-4.0.30319.36415); (System.DirectoryServices.AccountManagement.dll-4.0.30319.36415); (System.Dynamic.dll-4.0.30319.36415); (System.Dynamic.Runtime.dll-4.0.30319.36415); (System.Globalization.dll-4.0.30319.36415); (System.IdentityModel.dll-4.0.30319.36430); (System.IdentityModel.Selectors.dll-4.0.30319.36415); (System.IdentityModel.Services.dll-4.0.30319.36430); (System.IO.dll-4.0.30319.36415); (System.IO.Log.dll-4.0.30319.36415); (System.Linq.dll-4.0.30319.36415); (System.Linq.Expressions.dll-4.0.30319.36415); (System.Linq.Parallel.dll-4.0.30319.36415); (System.Linq.Queryable.dll-4.0.30319.36415); (System.Management.Instrumentation.dll-4.0.30319.36415); (System.Net.dll-4.0.30319.36415); (System.Net.Http.Rtc.dll-4.0.30319.36415); (System.Net.NetworkInformation.dll-4.0.30319.36415); (System.Net.Primitives.dll-4.0.30319.36415); (System.Net.Requests.dll-4.0.30319.36415); (System.ObjectModel.dll-4.0.30319.36415); (System.Printing.dll-4.0.30319.36415); (System.Reflection.dll-4.0.30319.36415); (System.Reflection.Emit.dll-4.0.30319.36415); (System.Reflection.Emit.ILGeneration.dll-4.0.30319.36415); (System.Reflection.Emit.Lightweight.dll-4.0.30319.36415); (System.Reflection.Extensions.dll-4.0.30319.36415); (System.Reflection.Primitives.dll-4.0.30319.36415); (System.Resources.ResourceManager.dll-4.0.30319.36415); (System.Runtime.dll-4.0.30319.36415); (System.Runtime.DurableInstancing.dll-4.0.30319.36415); (System.Runtime.Extensions.dll-4.0.30319.36415); (System.Runtime.InteropServices.dll-4.0.30319.36415); (System.Runtime.InteropServices.WindowsRuntime.dll-4.0.30319.36415); (System.Runtime.Numerics.dll-4.0.30319.36415); (System.Runtime.Serialization.dll-4.0.30319.36430); (System.Runtime.Serialization.Json.dll-4.0.30319.36415); (System.Runtime.Serialization.Primitives.dll-4.0.30319.36415); (System.Runtime.Serialization.Xml.dll-4.0.30319.36415); (System.Security.Principal.dll-4.0.30319.36415); (System.ServiceModel.Activation.dll-4.0.30319.36415); (System.ServiceModel.Activities.dll-4.0.30319.36415); (System.ServiceModel.Channels.dll-4.0.30319.36430); (System.ServiceModel.Discovery.dll-4.0.30319.36430); (System.ServiceModel.dll-4.0.30319.36430); (System.ServiceModel.Duplex.dll-4.0.30319.36415); (System.ServiceModel.Http.dll-4.0.30319.36415); (System.ServiceModel.Internals.dll-4.0.30319.36430); (System.ServiceModel.NetTcp.dll-4.0.30319.36415); (System.ServiceModel.Primitives.dll-4.0.30319.36415); (System.ServiceModel.Routing.dll-4.0.30319.36415); (System.ServiceModel.Security.dll-4.0.30319.36415); (System.ServiceModel.ServiceMoniker40.dll-4.0.30319.36415); (System.ServiceModel.WasHosting.dll-4.0.30319.36430); (System.ServiceModel.Web.dll-4.0.30319.36415); (System.Text.Encoding.dll-4.0.30319.36415); (System.Text.Encoding.Extensions.dll-4.0.30319.36415); (System.Text.RegularExpressions.dll-4.0.30319.36415); (System.Threading.dll-4.0.30319.36415); (System.Threading.Tasks.dll-4.0.30319.36415); (System.Threading.Tasks.Parallel.dll-4.0.30319.36415); (System.Web.Abstractions.dll-4.0.30319.36415); (System.Web.ApplicationServices.dll-4.0.30319.36430); (System.Web.DataVisualization.Design.dll-4.0.30319.36415); (System.Web.DynamicData.Design.dll-4.0.30319.36415); (System.Web.DynamicData.dll-4.0.30319.36415); (System.Web.Entity.Design.dll-4.0.30319.36415); (System.Web.Entity.dll-4.0.30319.36415); (System.Web.Extensions.Design.dll-4.0.30319.36415); (System.Web.Extensions.dll-4.0.30319.36430); (System.Web.Routing.dll-4.0.30319.36415); (System.Windows.dll-4.0.30319.36415); (System.Windows.Forms.DataVisualization.Design.dll-4.0.30319.36415); (System.Windows.Forms.DataVisualization.dll-4.0.30319.36415); (System.Workflow.Activities.dll-4.0.30319.36415); (System.Workflow.ComponentModel.dll-4.0.30319.36415); (System.Workflow.Runtime.dll-4.0.30319.36415); (System.WorkflowServices.dll-4.0.30319.36415); (System.Xaml.Hosting.dll-4.0.30319.36415); (System.Xml.Linq.dll-4.0.30319.36415); (System.Xml.ReaderWriter.dll-4.0.30319.36415); (System.Xml.Serialization.dll-4.0.30319.36415); (System.Xml.XDocument.dll-4.0.30319.36415); (System.Xml.XmlSerializer.dll-4.0.30319.36415); (System.Runtime.Caching.dll-4.0.30319.36415); (System.Configuration.dll-4.0.30319.36415); (System.Configuration.Install.dll-4.0.30319.36415); (System.Data.dll-4.0.30319.36415); (System.Data.OracleClient.dll-4.0.30319.36415); (System.Data.SqlXml.dll-4.0.30319.36430); (System.Deployment.dll-4.0.30319.36415); (System.Design.dll-4.0.30319.36415); (System.Device.dll-4.0.30319.36415); (System.DirectoryServices.dll-4.0.30319.36415); (System.DirectoryServices.Protocols.dll-4.0.30319.36415); (System.dll-4.0.30319.36415); (System.Drawing.Design.dll-4.0.30319.36415); (System.Drawing.dll-4.0.30319.36415); (System.Drawing.tlb-4.0.30319.36415); (System.EnterpriseServices.dll-4.0.30319.36415); (System.EnterpriseServices.Thunk.dll-4.0.30319.36415); (System.EnterpriseServices.tlb-4.0.30319.36415); (System.EnterpriseServices.Wrapper.dll-4.0.30319.36415); (System.IO.Compression.dll-4.0.30319.36415); (System.IO.Compression.FileSystem.dll-4.0.30319.36415); (System.Management.dll-4.0.30319.36415); (System.Messaging.dll-4.0.30319.36415); (System.Net.Http.dll-4.0.30319.36415); (System.Net.Http.WebRequest.dll-4.0.30319.36415); (System.Numerics.dll-4.0.30319.36415); (System.Reflection.context.dll-4.0.30319.36415); (System.Runtime.Remoting.dll-4.0.30319.36415); (System.Runtime.Serialization.Formatters.Soap.dll-4.0.30319.36415); (System.Security.dll-4.0.30319.36440); (System.ServiceProcess.dll-4.0.30319.36415); (System.tlb-12.0.52415.36415); (System.Transactions.dll-4.0.30319.36415); (System.Web.dll-4.0.30319.36430); (System.Web.Mobile.dll-4.0.30319.36415); (System.Web.RegularExpressions.dll-4.0.30319.36415); (System.Web.Services.dll-4.0.30319.36415); (System.Web.tlb-4.0.30319.36415); (System.Windows.Controls.Ribbon.dll-4.0.30319.36415); (System.Windows.Forms.dll-4.0.30319.36415); (System.Windows.Forms.tlb-4.0.30319.36415); (System.Windows.Input.Manipulations.dll-4.0.30319.36415); (System.Windows.Presentation.dll-4.0.30319.36415); (System.Xaml.dll-4.0.30319.36415); (System.Xml.dll-4.0.30319.36430); (TLBREF.DLL-4.0.30319.36415); (UIAutomationClient.dll-4.0.30319.36415); (UIAutomationClientsideProviders.dll-4.0.30319.36415); (UIAutomationProvider.dll-4.0.30319.36415); (UIAutomationTypes.dll-4.0.30319.36415); (webengine.dll-4.0.30319.36430); (webengine4.dll-4.0.30319.36430); (WindowsBase.dll-4.0.30319.36415); (WindowsFormsIntegration.dll-4.0.30319.36415); (WMINet_Utils.dll-4.0.30319.36415); (WorkflowServiceHostPerformanceCounters.dll.mui-4.0.30319.36415); (WorkflowServiceHostPerformanceCounters.dll-4.0.30319.36415); (WPFFontCache_v0400.exe.mui-4.0.30319.36415); (WPFFontCache_v0400.exe-4.0.30319.36415); (wpfgfx_v0400.dll-4.0.30319.36415); (WsatConfig.exe-4.0.30319.36415); (XamlBuildTask.dll-4.0.30319.36415); (XsdBuildTask.dll-4.0.30319.36415); (msvcp120_clr0400.dll-12.0.52441.36441); (msvcr120_clr0400.dll-12.0.52441.36441); (Microsoft.VisualC.Dll-12.0.52415.36415); (system.componentmodel.composition.registration.dll-4.0.30319.36415); (system.dynamic.dll-4.0.30319.36415); (System.configuration.dll-4.0.30319.36415); (System.XML.dll-4.0.30319.36430)
Win10Update1607(RS1),4103720,Preview of Quality Rollup,05/15/2018,4.6.2/4.7/4.7.1,02661.00,mscorlib;windowsbase.dll;presentationcore.dll;presentationframework.dll;presentationhost_v0400.dll;clr.dll;mscordacwks.dll;mscorlib.dll;,"(mscorlib.dll-4.7.2661.0),(mscorlib.ni.dll-4.7.2661.0),(windowsbase.dll-4.7.2661.0),(presentationcore.dll-4.7.2661.0),(presentationframework.dll-4.7.2661.0),(presentationhost_v0400.dll-4.7.2661.0),(clr.dll-4.7.2661.0),(mscordacwks.dll-4.7.2661.0),(system.net.http.dll-4.7.2661.0),(clrjit.dll-4.7.2661.0),(compatjit.dll-4.7.2661.0),(mscordbi.dll-4.7.2661.0),(peverify.dll-4.7.2661.0),(sos.dll-4.7.2661.0),(msvcr120_clr0400.dll-12.0.52519.0),(msvcp120_clr0400.dll-12.0.52519.0),(system.windows.controls.ribbon.dll-4.7.2661.0),(penimc.dll-14.7.2661.0),(penimc2_v0400.dll-4.7.2661.0),(presentationnative_v0400.dll-4.7.2661.0),(wpfgfx_v0400.dll-4.7.2661.0),(uiautomationclient.dll-4.7.2661.0),(uiautomationclientsideproviders.dll-4.7.2661.0),(uiautomationprovider.dll-4.7.2661.0),(uiautomationtypes.dll-4.7.2661.0),(system.xaml.dll-4.7.2661.0),(system.core.dll-4.7.2661.0),(presentationhost_v0400.dll.mui-4.7.2661.0),(penimc.dll-14.7.2661.0),(penimc_v0400.dll-4.7.2661.0)"
