Win2K8,4042201,2.0 = 4040978  4.5.2 = 4040977  4.6 = 4041778
Win7/Win2K8R2,4042076,3.5.1 = 4040980 4.5.2 = 4040977 4.6/4.6.1/4.6.2/4.7 = 4041778
Win2K12,4042077,3.5 = 4040979  4.5.2 = 4040975  4.6/4.6.1/4.6.2/4.7 = 4041776
Win8.1/Win2K12R2/Win8.1RT,4042078,3.5.1 = 4040981  4.5/4.5.1/4.5.2 = 4040974  4.6/4.6.1/4.6.2/4.7 = 4041777
Win10Update1607(RS1),4042691,4.6 = 4042691  4.6.1 = 4042691 4.6.2 = 4042691 4.7 = 4042691
