Win2K8,4057273,2.0/3.0 = 4054996  4.5.2 = 4054992  4.6 = 4054981
Win7/Win2K8R2,4057270,3.5.1 = 4054998 4.5.2 = 4054992 4.6/4.6.1/4.6.2/4.7/4.7.1 = 4054981
Win2K12,4057271,3.5 = 4054997  4.5.2 = 4054991  4.6/4.6.1/4.6.2/4.7/4.7.1 = 4054979
Win8.1/Win2K12R2/Win8.1RT,4057272,3.5 = 4054999  4.5.2 = 4054990  4.6/4.6.1/4.6.2/4.7/4.7.1 = 4054980
Win10Update1607(RS1),4057142,4.6.2 = 4057142 4.7 = 4057142 4.7.1 = 4057142
Win10Update1703(RS2),4057144,4.7 = 4057144 4.7.1 = 4057144
